year,area_hectares,production_tonnes,temp_max_c_mean,temp_max_c_max,temp_min_c_mean,temp_min_c_min,temp_avg_c_mean,rainfall_mm_sum,rainfall_mm_mean,humidity_percent_mean,solar_radiation_mean,ndvi_mean,ndvi_max,ndvi_std,lai_mean,lai_max,evi_mean,evi_max,ph,organic_carbon_percent,nitrogen_kg_per_hectare,phosphorus_kg_per_hectare,potassium_kg_per_hectare,year_normalized,temp_range,growing_degree_days,rainfall_intensity,vegetation_health,soil_fertility_index,is_kharif_crop,yield_lag_1,yield_lag_2,yield_trend,district,crop,season,soil_type,is_rice,is_wheat,district_encoded,crop_encoded,season_encoded,soil_type_encoded
-1.61245154965971,-0.9643080343634631,-0.5027243764855079,0.5174337906656695,-1.3522836349409686,0.49579828846964064,0.6182044468698291,0.5206048683318311,0.7960777851740516,0.7933751012618792,1.1898562887715918,0.6350099371648998,1.5223746028663752,1.1222414665694862,0.4340023609231499,0.6447307114216334,0.7061626382395733,1.4492953430068392,1.1018466880306919,1.5178319515761942,-0.5382905658898024,1.327862807689798,1.2066273200248514,0.8628556890375857,-1.6124515496597098,-0.2503199144370575,0.5231074250130945,0.7960777851740516,1.0634988511784003,2.0169925988718815,0.816496580927726,-0.45826955333898284,-0.43703379929849173,-0.10029781587258772,Araria,jute,kharif,Terai,0,0,0,0,0,4
-1.3643820804812932,-1.5801760229775361,-0.5267138099958603,0.9450880533604936,0.4557655102508767,0.9808264761129593,0.41924209615310226,0.9915787757228014,0.6043178860621233,0.5915739937887077,1.0795844437209117,-1.031155501748893,1.3902199125173835,0.803459832587429,0.505668289424449,0.9403411406297547,0.7271712347275084,1.3591591728403902,0.6133240052988208,1.5178319515761942,-0.5382905658898024,1.327862807689798,1.2066273200248514,0.8628556890375857,-1.364382080481293,-0.5967180781548501,1.0014095126743419,0.6043178860621233,1.2416264930105332,2.0169925988718815,0.816496580927726,-0.5178041627024795,-0.43703379929849173,-0.18393873385355772,Araria,jute,kharif,Terai,0,0,0,0,0,4
-1.116312611302876,1.0383973594461584,-0.40329937555208684,0.9907045080479412,0.7702088398494573,0.7065072552327217,0.4988270364397934,0.8556275447233453,0.68895547737654,0.68064350070966,0.5490874594230376,0.4745643763806106,1.4466059137329539,1.0962184760403388,0.7706983184781826,0.41717448174343885,0.3350107669527202,1.2636417387834071,1.7328551532260252,1.5178319515761942,-0.5382905658898024,1.327862807689798,1.2066273200248514,0.8628556890375857,-1.116312611302876,-0.02921470355335464,0.8533058205558843,0.68895547737654,0.8411755228761023,2.0169925988718815,0.816496580927726,-0.5182104404564981,-0.4976507363972339,0.7926183069850298,Araria,jute,kharif,Terai,0,0,0,0,0,4
-0.8682431421244593,0.3181806905214164,-0.4466137684226594,0.4319029381267075,-0.7233969757438047,0.26918675817726945,0.43913833122477525,0.33609962626114237,0.6114471864104221,0.5990766088425247,0.778572109933916,-0.00677230597226304,0.6201985834172469,1.0051380091883224,1.33461609827319,1.1445037392195363,0.8882371411350104,0.76318419696372,0.5980576714634503,1.5178319515761942,-0.5382905658898024,1.327862807689798,1.2066273200248514,0.8628556890375857,-0.8682431421244591,0.05922738080012686,0.3482965097257358,0.6114471864104221,1.0038458428595327,2.0169925988718815,0.816496580927726,-0.5003824554389721,-0.4980729218095785,-0.6514453588009553,Araria,jute,kharif,Terai,0,0,0,0,0,4
-0.6201736729460423,-0.6486083541007335,-0.48419376873006875,0.3691803129314664,-1.509505299740259,0.595189310527698,0.6182044468698291,0.5254602694389539,0.6834714001855411,0.67487225836057,1.4253015795554762,-0.8460260085362483,0.9919937789324152,1.1222414665694862,1.172938427831588,0.5830565930976369,0.461062345880331,1.12507419360215,1.0916691321404446,1.5178319515761942,-0.5382905658898024,1.327862807689798,1.2066273200248514,0.8628556890375857,-0.6201736729460422,-0.6261987729393451,0.5206794956341037,0.6834714001855411,0.7652685644445987,2.0169925988718815,0.816496580927726,-0.5111963061597642,-0.47954688849505384,0.05644195013946321,Araria,jute,kharif,Terai,0,0,0,0,0,4
-0.3721042037676254,-0.8303371572952715,-0.49639416379639856,0.7056016662513926,-0.40895364614522406,0.7383123822912999,1.1951952639483372,0.7439533192595068,0.583843997882394,0.570028022352106,-0.09466169006201673,0.6967197682357824,0.9338457151788586,1.0051380091883224,1.0818177089068122,1.2827388320147013,1.049303047542513,0.8223780997595964,0.6591230068049343,1.5178319515761942,-0.5382905658898024,1.327862807689798,1.2066273200248514,0.8628556890375857,-0.37210420376762526,-0.4566847779285082,0.7513327866382591,0.583843997882394,1.2742976239291022,2.0169925988718815,0.816496580927726,-0.5068172585442351,-0.49078415162460814,-0.5802584316777424,Araria,jute,kharif,Terai,0,0,0,0,0,4
-0.12403473458920847,1.682761643558862,-0.41902646906339575,1.3898484865631084,1.241873834247331,1.1676815975821067,1.2548839691633553,1.3071798476858234,0.36850256684917093,0.3434105727778489,0.6712805850197389,-0.8213420761078959,1.275685847548255,0.7904483373228552,1.184743965972075,0.9850017090712698,1.0142887200626212,1.0645349748336392,1.0255150188538376,1.5178319515761942,-0.5382905658898024,1.327862807689798,1.2066273200248514,0.8628556890375857,-0.12403473458920837,-0.3682426935750267,1.3049006850482294,0.36850256684917093,1.2197941925300946,2.0169925988718815,0.816496580927726,-0.5155390523358278,-0.48623364398555474,-0.9421011493346683,Araria,jute,kharif,Terai,0,0,0,0,0,4
0.12403473458920847,-1.2455521033734254,-0.5081490479049185,0.893769541837113,1.3204846666469747,0.630970078468598,0.8569592677299018,0.7682303247951257,0.897350410634498,0.8999507099750701,0.9842141993527525,0.8324813965917222,0.44046820454261565,0.6473218894125438,0.5562905154549239,-0.26124081982052394,-0.24622706921348309,0.16720922108704975,-0.038039571677006126,1.5178319515761942,-0.5382905658898024,1.327862807689798,1.2066273200248514,0.8628556890375857,0.12403473458920837,-0.014474356161109866,0.7659003629122038,0.897350410634498,-0.09530864287403329,2.0169925988718815,0.816496580927726,-0.5305002181955608,-0.49529693645448025,1.6288261538101194,Araria,jute,kharif,Terai,0,0,0,0,0,4
0.3721042037676254,0.39104204471639775,-0.45051654070723507,0.6884954957435991,1.006041337048394,0.3327970122944259,0.41924209615310226,0.5011832639033363,0.895522384904165,0.8980269625253735,0.4537172150548843,0.017911626456089378,0.5426678317458367,0.4976896938699462,0.5602951759609424,0.7404319295105933,0.31400217046478557,0.463178735066435,-0.14490390852460291,1.5178319515761942,-0.5382905658898024,1.327862807689798,1.2066273200248514,0.8628556890375857,0.3721042037676255,0.27296241798770177,0.49640020184419215,0.895522384904165,0.670028140954677,2.0169925988718815,0.816496580927726,-0.5013024234254277,-0.5108439013453003,-0.9336460153355305,Araria,jute,kharif,Terai,0,0,0,0,0,4
0.6201736729460423,-0.5846442734903318,-0.48649888545723025,0.6827934389076689,0.14132218065229335,0.8416790452316791,0.657996917013175,0.8070735336521115,0.9068561444322291,0.9099541967134918,0.7100247467943019,-1.6852797111002336,0.20435182445241404,0.6278046465156831,1.379527595843,0.35762705715475246,0.7551826967114219,0.3784238287905191,0.6693005626951816,1.5178319515761942,-0.5382905658898024,1.327862807689798,1.2066273200248514,0.8628556890375857,0.6201736729460422,-0.6777899888122073,0.8047472329760625,0.9068561444322291,0.24258084477006442,2.0169925988718815,0.816496580927726,-0.5182178996563882,-0.480502877494855,-0.0066293047075132415,Araria,jute,kharif,Terai,0,0,0,0,0,4
